"","fullVisitorId","visitNumber","totals.bounces","totals.hits","totals.newVisits","totals.pageviews"
"735",9.4e+16,3,2,7,3,5
"736",9.41e+16,2,0,58,2,50
"737",9.42e+16,2,1,1,0,1
"738",9.43e+16,3,2,7,3,6
"739",9.45e+16,1,1,1,1,1
"740",9.46e+16,2,2,2,2,2
"741",9.47e+16,2,1,1,0,1
"742",9.5e+16,6,1,1,0,1
"743",9.51e+16,4,3,3,2,3
"744",9.53e+16,6,0,11,0,11
"745",9.55e+16,2,0,42,2,32
"746",9.56e+16,2,2,2,2,2
"747",9.57e+16,1,0,16,1,11
"748",9.58e+16,4,3,22,4,15
"749",9.59e+16,17,0,10,0,10
"750",9.6e+16,1,1,1,1,1
"751",9.61e+16,1,0,14,1,9
"752",9.63e+16,1,0,11,1,11
"753",9.65e+16,2,2,2,2,2
"754",9.66e+16,2,0,14,2,12
"755",9.67e+16,1,0,4,1,4
"756",9.68e+16,13,1,29,1,25
"757",9.71e+16,6,0,62,1,33
"758",9.73e+16,1,1,1,1,1
"759",9.74e+16,4,0,29,2,21
"760",9.76e+16,7,2,60,3,36
"761",9.81e+16,1,0,2,1,2
"762",9.82e+16,1,1,1,1,1
"763",9.83e+16,3,1,8,3,8
"764",9.85e+16,2,1,3,2,3
"765",9.87e+16,1,0,4,1,4
"766",9.88e+16,1,0,7,1,6
"767",9.9e+16,1,0,8,1,4
"768",9.91e+16,1,1,1,1,1
"769",9.94e+16,2,0,37,0,22
"770",9.95e+16,1,0,3,1,3
"771",9.96e+16,1,1,1,1,1
"772",9.97e+16,3,0,35,1,24
"773",9.98e+16,1,1,1,1,1
"774",9.99e+16,3,2,2,1,2
"775",1e+17,4,3,18,4,17
"776",1.01e+17,20,5,34,5,30
"777",1.02e+17,14,6,23,7,19
"778",1.03e+17,30,8,104,12,88
"779",1.04e+17,18,6,77,11,71
"780",1.05e+17,15,5,13,6,13
"781",1.06e+17,17,7,50,10,39
"782",1.07e+17,8,5,13,6,13
"783",1.08e+17,9,2,69,4,53
"784",1.09e+17,9,2,30,7,24
"785",1.1e+17,11,3,20,5,17
"786",1.11e+17,5,3,7,5,6
"787",1.12e+17,11,5,36,5,34
"788",1.13e+17,9,7,30,9,23
"789",1.14e+17,8,3,33,6,30
"790",1.15e+17,9,3,33,7,29
"791",1.16e+17,8,3,8,3,7
"792",1.17e+17,9,5,19,7,19
"793",1.18e+17,8,7,16,8,16
"794",1.19e+17,23,8,29,8,22
"795",1.2e+17,8,5,18,8,16
"796",1.21e+17,117,6,57,7,49
"797",1.22e+17,26,7,98,11,89
"798",1.23e+17,6,3,44,6,30
"799",1.24e+17,405,8,176,7,128
"800",1.25e+17,39,3,91,2,84
"801",1.26e+17,7,3,14,5,14
"802",1.27e+17,29,3,68,6,53
"803",1.28e+17,33,8,27,8,27
"804",1.29e+17,28,8,67,7,56
"805",1.3e+17,28,3,57,12,48
"806",1.31e+17,21,8,28,8,26
"807",1.32e+17,34,4,69,6,47
"808",1.33e+17,7,4,16,7,15
"809",1.34e+17,18,5,21,6,21
"810",1.35e+17,9,6,39,7,34
"811",1.36e+17,11,2,35,6,27
"812",1.37e+17,15,2,56,6,43
"813",1.38e+17,13,7,17,5,15
"814",1.39e+17,14,10,26,12,26
"815",1.4e+17,50,4,36,4,25
"816",1.41e+17,17,4,70,5,51
"817",1.42e+17,25,8,23,7,22
"818",1.43e+17,30,9,17,5,17
"819",1.44e+17,19,5,37,3,36
"820",1.45e+17,7,5,6,4,5
"821",1.46e+17,5,2,16,5,13
"822",1.47e+17,11,2,73,7,56
"823",1.48e+17,27,4,113,8,90
"824",1.49e+17,11,4,23,9,20
"825",1.5e+17,10,5,17,4,13
"826",1.51e+17,9,4,80,7,65
"827",1.52e+17,6,2,5,2,5
"828",1.53e+17,15,5,41,9,37
"829",1.54e+17,6,3,28,6,20
"830",1.55e+17,10,4,14,5,12
"831",1.56e+17,14,4,12,5,12
"832",1.57e+17,128,8,44,5,32
"833",1.58e+17,16,4,46,9,39
"834",1.59e+17,9,3,15,4,15
"835",1.6e+17,19,7,63,10,45
"836",1.61e+17,10,4,29,8,24
"837",1.62e+17,9,2,45,5,32
"838",1.63e+17,8,6,13,8,13
"839",1.64e+17,6,2,41,6,34
"840",1.65e+17,7,3,14,5,14
"841",1.66e+17,6,3,23,6,18
"842",1.67e+17,11,2,38,5,38
"843",1.68e+17,9,0,57,9,51
"844",1.69e+17,11,2,17,4,17
"845",1.7e+17,12,2,27,5,24
"846",1.71e+17,6,4,9,6,9
"847",1.72e+17,8,3,18,5,17
"848",1.73e+17,11,3,22,4,22
"849",1.74e+17,9,2,100,7,64
"850",1.75e+17,32,6,16,5,14
"851",1.76e+17,18,3,118,7,80
"852",1.77e+17,13,1,46,5,36
"853",1.78e+17,12,5,20,8,20
"854",1.79e+17,15,5,28,8,22
"855",1.8e+17,9,3,27,6,22
"856",1.81e+17,42,1,52,2,42
"857",1.82e+17,9,3,28,4,27
"858",1.83e+17,7,3,13,5,12
"859",1.84e+17,23,9,20,8,20
"860",1.85e+17,640,14,37,6,34
"861",1.86e+17,12,7,21,7,16
"862",1.87e+17,9,3,40,5,31
"863",1.88e+17,25,6,63,9,42
"864",1.89e+17,5,3,12,5,12
"865",1.9e+17,5,2,9,5,9
"866",1.91e+17,7,2,74,5,60
"867",1.92e+17,6,3,28,6,23
"868",1.93e+17,6,1,30,4,29
"869",1.94e+17,7,4,16,7,11
"870",1.95e+17,10,6,28,10,22
"871",1.96e+17,19,5,40,8,31
"872",1.97e+17,5,4,6,5,6
"873",1.98e+17,11,6,22,7,20
"874",1.99e+17,8,4,8,5,8
"875",2e+17,14,4,28,6,27
"876",2.01e+17,6,3,26,4,23
"877",2.02e+17,6,3,14,6,13
"878",2.03e+17,48,3,28,4,25
"879",2.04e+17,9,6,23,7,21
"880",2.05e+17,6,4,11,6,11
"881",2.06e+17,36,5,29,4,28
"882",2.07e+17,12,4,22,8,20
"883",2.08e+17,13,2,46,6,43
"884",2.09e+17,10,5,8,5,8
"885",2.1e+17,13,2,122,6,90
"886",2.11e+17,13,4,82,6,61
"887",2.12e+17,14,9,22,10,18
"888",2.13e+17,5,3,10,5,10
"889",2.14e+17,3,2,5,3,5
"890",2.15e+17,4,1,4,1,4
"891",2.16e+17,35,9,58,12,48
"892",2.17e+17,19,2,19,4,19
"893",2.18e+17,28,3,46,7,44
"894",2.19e+17,20,5,51,5,36
"895",2.2e+17,6,1,30,4,29
"896",2.21e+17,17,2,8,2,7
"897",2.22e+17,219,11,44,7,39
"898",2.23e+17,11,5,80,9,64
"899",2.24e+17,15,5,25,6,23
"900",2.25e+17,50,8,12,7,12
"901",2.26e+17,22,6,49,6,37
"902",2.27e+17,10,4,14,5,14
"903",2.28e+17,27,2,37,3,32
"904",2.29e+17,31,7,170,8,113
"905",2.3e+17,7,5,105,7,81
"906",2.31e+17,22,9,38,13,32
"907",2.32e+17,1045,7,53,6,45
"908",2.33e+17,11,7,57,9,45
"909",2.34e+17,16,11,47,12,38
"910",2.35e+17,4,1,76,4,54
"911",2.36e+17,10,1,30,4,27
"912",2.37e+17,11,5,44,7,37
"913",2.38e+17,18,4,49,9,44
"914",2.39e+17,4,3,8,4,7
"915",2.4e+17,7,1,51,7,45
"916",2.41e+17,16,5,56,7,41
"917",2.42e+17,25,7,82,11,67
"918",2.43e+17,9,5,17,5,14
"919",2.44e+17,12,5,21,7,17
"920",2.45e+17,13,4,25,6,22
"921",2.46e+17,12,3,39,4,29
"922",2.47e+17,8,2,40,8,36
"923",2.48e+17,13,6,43,9,39
"924",2.49e+17,5,4,6,5,6
"925",2.5e+17,22,6,44,7,37
"926",2.51e+17,73,4,32,5,25
"927",2.52e+17,25,2,54,6,44
"928",2.53e+17,10,5,27,8,20
"929",2.54e+17,5,2,6,3,6
"930",2.55e+17,3,1,11,3,11
"931",2.56e+17,13,6,24,6,22
"932",2.57e+17,26,4,109,8,95
"933",2.58e+17,5,2,7,1,5
"934",2.59e+17,10,4,33,5,27
"935",2.6e+17,20,3,80,9,72
"936",2.61e+17,26,8,33,10,28
"937",2.62e+17,8,0,13,2,13
"938",2.63e+17,16,4,34,7,27
"939",2.64e+17,21,6,37,7,34
"940",2.65e+17,9,5,38,7,33
"941",2.66e+17,46,7,64,9,44
"942",2.67e+17,10,2,30,8,27
"943",2.68e+17,97,2,49,7,47
"944",2.69e+17,13,3,47,9,39
"945",2.7e+17,16,7,42,13,38
"946",2.71e+17,11,2,21,8,21
"947",2.72e+17,12,1,37,3,29
"948",2.73e+17,12,5,57,12,44
"949",2.74e+17,14,5,103,12,64
"950",2.75e+17,5,1,41,5,30
"951",2.76e+17,4,2,14,4,12
"952",2.77e+17,13,7,25,6,24
"953",2.78e+17,13,6,30,9,26
"954",2.79e+17,9,6,16,7,16
"955",2.8e+17,13,2,28,5,28
"956",2.81e+17,4,3,6,4,6
"957",2.82e+17,14,3,22,4,22
"958",2.83e+17,7,3,33,5,30
"959",2.84e+17,14,4,41,5,34
"960",2.85e+17,15,3,59,8,46
"961",2.86e+17,16,2,23,6,18
"962",2.87e+17,10,3,34,6,33
"963",2.88e+17,7,4,61,7,52
"964",2.89e+17,7,1,23,7,15
"965",2.9e+17,5,0,19,5,16
"966",2.91e+17,40,8,58,9,48
"967",2.92e+17,7,3,13,7,13
"968",2.93e+17,6,3,21,4,13
"969",2.94e+17,13,3,46,8,37
"970",2.95e+17,13,3,41,5,38
"971",2.96e+17,5,2,58,3,44
"972",2.97e+17,46,10,75,12,57
"973",2.98e+17,11,3,24,6,23
"974",2.99e+17,13,3,68,6,48
"975",3e+17,2,1,10,2,10
"976",3.01e+17,7,5,14,7,14
"977",3.02e+17,12,3,66,5,54
"978",3.03e+17,25,10,82,14,76
"979",3.04e+17,10,3,40,6,34
"980",3.05e+17,5,4,8,5,8
"981",3.06e+17,10,6,25,6,19
"982",3.07e+17,6,5,5,4,5
"983",3.08e+17,18,6,55,7,44
"984",3.09e+17,81,3,312,6,244
"985",3.1e+17,5,0,19,3,19
"986",3.11e+17,9,6,17,7,13
"987",3.12e+17,4,2,7,4,7
"988",3.13e+17,28,4,17,4,17
"989",3.14e+17,10,7,32,8,26
"990",3.15e+17,29,6,28,9,27
"991",3.16e+17,6,1,29,4,24
"992",3.17e+17,11,3,52,4,43
"993",3.18e+17,6,2,39,4,25
"994",3.19e+17,45,8,124,11,101
"995",3.2e+17,12,5,16,5,14
"996",3.21e+17,24,5,16,5,12
"997",3.22e+17,9,7,9,7,9
"998",3.23e+17,20,7,57,10,51
"999",3.24e+17,7,0,33,7,26
"1000",3.25e+17,20,5,31,8,27
"1001",3.26e+17,9,3,23,5,19
"1002",3.27e+17,2,1,3,2,3
"1003",3.28e+17,13,7,13,6,12
"1004",3.29e+17,33,4,62,10,59
"1005",3.3e+17,7,4,31,7,23
"1006",3.31e+17,10,4,11,5,11
"1007",3.32e+17,7,4,15,5,14
"1008",3.33e+17,19,8,27,10,26
"1009",3.34e+17,7,3,12,5,10
"1010",3.35e+17,14,5,26,7,23
"1011",3.36e+17,7,4,9,4,9
"1012",3.37e+17,5,1,36,5,22
"1013",3.38e+17,12,6,46,10,44
"1014",3.39e+17,7,5,16,7,15
"1015",3.4e+17,12,7,37,10,34
"1016",3.41e+17,18,8,25,5,21
"1017",3.42e+17,10,4,30,8,30
"1018",3.43e+17,32,14,55,13,48
"1019",3.44e+17,14,3,33,3,24
"1020",3.45e+17,9,5,25,9,20
"1021",3.46e+17,72,6,52,5,46
"1022",3.47e+17,3,1,15,3,15
"1023",3.48e+17,1001,10,76,8,69
"1024",3.49e+17,14,2,97,8,84
"1025",3.5e+17,10,2,78,6,52
"1026",3.51e+17,6,3,14,4,12
"1027",3.52e+17,23,4,179,3,122
"1028",3.53e+17,30,6,42,5,35
"1029",3.54e+17,14,5,14,5,14
"1030",3.55e+17,12,5,5,1,5
"1031",3.56e+17,11,5,24,6,20
"1032",3.57e+17,6,3,11,4,11
"1033",3.58e+17,18,3,31,4,29
"1034",3.59e+17,7,1,35,3,29
"1035",3.6e+17,6,1,40,4,30
"1036",3.61e+17,14,3,40,6,34
"1037",3.62e+17,8,4,22,6,20
"1038",3.63e+17,6,0,31,2,24
"1039",3.64e+17,11,6,26,8,20
"1040",3.65e+17,11,7,17,9,17
"1041",3.66e+17,2,2,2,2,2
"1042",3.67e+17,31,4,75,6,60
"1043",3.68e+17,17,7,116,11,86
"1044",3.69e+17,1,0,9,1,8
"1045",3.7e+17,8,3,13,6,13
"1046",3.71e+17,30,8,42,8,28
"1047",3.72e+17,18,6,17,5,17
"1048",3.73e+17,33,9,15,9,15
"1049",3.74e+17,12,3,57,6,42
"1050",3.75e+17,15,4,86,8,74
"1051",3.76e+17,6,5,15,6,12
"1052",3.77e+17,84,10,100,14,84
"1053",3.78e+17,17,5,108,6,78
"1054",3.79e+17,16,1,132,4,55
"1055",3.8e+17,5,4,8,5,8
"1056",3.81e+17,6,2,12,4,12
"1057",3.82e+17,23,6,28,8,21
"1058",3.83e+17,7,4,23,5,20
"1059",3.84e+17,5,3,12,5,10
"1060",3.85e+17,13,8,52,11,42
"1061",3.86e+17,17,6,41,10,37
"1062",3.87e+17,10,6,59,10,45
"1063",3.88e+17,10,3,98,8,68
"1064",3.89e+17,9,2,46,9,44
"1065",3.9e+17,14,7,10,6,10
"1066",3.91e+17,32,11,40,9,31
"1067",3.92e+17,9,3,19,7,15
"1068",3.93e+17,6,4,40,4,26
"1069",3.94e+17,12,7,14,8,14
"1070",3.95e+17,13,4,60,11,58
"1071",3.96e+17,8,2,31,6,29
"1072",3.97e+17,31,6,25,3,22
"1073",3.98e+17,23,3,45,7,32
"1074",3.99e+17,6,4,17,6,15
"1075",4e+17,35,9,105,15,87
"1076",4.01e+17,27,8,26,8,24
"1077",4.02e+17,4,3,7,4,7
"1078",4.03e+17,7,5,8,5,7
"1079",4.04e+17,19,8,29,8,29
"1080",4.05e+17,20,7,84,13,72
"1081",4.06e+17,4,1,10,2,10
"1082",4.07e+17,12,3,38,7,33
"1083",4.08e+17,12,8,19,10,19
"1084",4.09e+17,15,3,41,6,28
"1085",4.1e+17,15,3,15,5,12
"1086",4.11e+17,24,7,60,10,54
"1087",4.12e+17,15,4,13,7,12
"1088",4.13e+17,3,1,17,3,17
"1089",4.14e+17,15,8,62,10,56
"1090",4.15e+17,17,7,52,10,45
"1091",4.16e+17,9,4,11,5,11
"1092",4.17e+17,20,5,104,8,80
"1093",4.18e+17,17,6,86,15,63
"1094",4.19e+17,6,4,20,6,14
"1095",4.2e+17,6,2,6,2,6
"1096",4.21e+17,19,7,43,8,37
"1097",4.22e+17,12,3,27,7,24
"1098",4.23e+17,40,7,51,10,50
"1099",4.24e+17,10,1,40,5,39
"1100",4.25e+17,15,1,54,6,46
"1101",4.26e+17,7,2,30,7,29
"1102",4.28e+17,8,4,15,6,13
"1103",4.29e+17,18,9,41,10,37
"1104",4.3e+17,6,3,7,2,6
"1105",4.31e+17,6,3,13,6,13
"1106",4.32e+17,11,5,21,6,19
"1107",4.33e+17,6,3,9,4,9
"1108",4.34e+17,6,0,19,4,19
"1109",4.35e+17,14,5,19,6,17
"1110",4.36e+17,32,10,52,9,48
"1111",4.37e+17,9,3,25,9,21
"1112",4.38e+17,18,2,48,3,34
"1113",4.39e+17,15,4,21,6,19
"1114",4.4e+17,23,3,47,4,38
"1115",4.41e+17,14,6,39,7,34
"1116",4.42e+17,6,3,12,2,10
"1117",4.43e+17,10,6,17,8,13
"1118",4.44e+17,25,8,36,8,33
"1119",4.45e+17,6,4,15,6,13
"1120",4.46e+17,7,1,41,7,35
"1121",4.47e+17,41,5,107,9,82
"1122",4.48e+17,34,6,39,9,32
"1123",4.49e+17,13,8,20,11,20
"1124",4.5e+17,9,4,26,7,26
"1125",4.51e+17,10,4,177,5,132
"1126",4.52e+17,19,4,36,6,31
"1127",4.53e+17,18,10,29,11,26
"1128",4.54e+17,19,1,56,3,40
"1129",4.55e+17,7,3,44,7,29
"1130",4.56e+17,19,6,57,14,46
"1131",4.57e+17,8,5,24,6,19
"1132",4.58e+17,23,5,313,14,183
"1133",4.59e+17,104,13,148,13,119
"1134",4.6e+17,816,3,82,7,66
"1135",4.61e+17,4,3,9,4,9
"1136",4.62e+17,6,3,32,6,27
"1137",4.63e+17,10,6,25,10,23
"1138",4.64e+17,17,4,20,6,20
"1139",4.65e+17,6,3,18,4,16
"1140",4.66e+17,71,4,61,7,48
"1141",4.67e+17,12,2,41,6,32
"1142",4.68e+17,9,6,19,9,16
"1143",4.69e+17,6,5,10,6,8
"1144",4.7e+17,14,7,56,12,45
"1145",4.71e+17,8,2,45,6,38
"1146",4.72e+17,1,0,10,1,6
"1147",4.73e+17,13,4,65,8,59
"1148",4.74e+17,12,3,54,7,49
"1149",4.75e+17,19,6,38,8,30
"1150",4.76e+17,8,3,21,6,19
"1151",4.77e+17,15,8,31,10,30
"1152",4.78e+17,32,7,47,6,37
"1153",4.79e+17,17,3,32,7,28
"1154",4.8e+17,13,4,15,4,14
"1155",4.81e+17,170,6,18,6,16
"1156",4.82e+17,12,3,27,6,25
"1157",4.83e+17,7,2,84,7,58
"1158",4.84e+17,5,3,8,5,8
"1159",4.85e+17,6,2,26,6,21
"1160",4.86e+17,5,2,11,5,9
"1161",4.87e+17,16,5,84,11,79
"1162",4.88e+17,38,4,28,7,24
"1163",4.89e+17,28,7,48,8,43
"1164",4.9e+17,7,0,21,4,21
"1165",4.91e+17,6,4,8,6,8
"1166",4.92e+17,11,5,51,9,49
"1167",4.93e+17,14,4,53,10,47
"1168",4.94e+17,5,3,23,5,19
"1169",4.95e+17,9,4,110,6,76
"1170",4.96e+17,102,5,22,5,22
"1171",4.97e+17,3,1,30,3,27
"1172",4.98e+17,46,10,39,9,34
"1173",4.99e+17,23,1,47,6,42
"1174",5e+17,5,3,7,5,7
"1175",5.01e+17,6,3,30,6,25
"1176",5.02e+17,19,8,46,10,36
"1177",5.03e+17,8,3,23,8,21
"1178",5.04e+17,17,8,47,12,47
"1179",5.05e+17,8,6,12,8,12
"1180",5.06e+17,4,3,6,4,6
"1181",5.07e+17,15,7,37,10,31
"1182",5.08e+17,28,2,52,4,44
"1183",5.09e+17,8,6,20,8,19
"1184",5.1e+17,14,4,15,5,13
"1185",5.11e+17,17,8,49,9,37
"1186",5.12e+17,14,4,32,10,29
"1187",5.13e+17,12,3,25,5,21
"1188",5.14e+17,6,4,17,4,15
"1189",5.15e+17,26,5,28,4,28
"1190",5.16e+17,3,2,2,1,2
"1191",5.17e+17,7,5,10,7,10
"1192",5.18e+17,8,1,47,6,38
"1193",5.19e+17,17,5,25,4,21
"1194",5.2e+17,15,1,80,6,76
"1195",5.21e+17,7,3,17,5,14
"1196",5.22e+17,13,6,13,6,13
"1197",5.23e+17,6,1,9,1,9
"1198",5.24e+17,40,3,67,9,55
"1199",5.25e+17,11,5,27,5,26
"1200",5.26e+17,12,6,30,10,30
"1201",5.27e+17,23,9,40,7,34
"1202",5.28e+17,5,2,11,5,11
"1203",5.29e+17,137,9,61,10,52
"1204",5.3e+17,6,3,18,2,18
"1205",5.31e+17,24,5,61,11,51
"1206",5.32e+17,8,4,25,5,20
"1207",5.33e+17,32,4,65,7,57
"1208",5.34e+17,5,3,42,5,34
"1209",5.35e+17,15,5,17,5,17
"1210",5.36e+17,15,4,31,7,31
"1211",5.37e+17,12,6,24,9,24
"1212",5.38e+17,25,9,62,9,53
"1213",5.39e+17,7,5,16,7,14
"1214",5.4e+17,7,3,22,7,22
"1215",5.41e+17,16,6,31,8,27
"1216",5.42e+17,22,4,39,6,32
"1217",5.43e+17,45,6,45,7,41
"1218",5.44e+17,10,5,10,3,8
"1219",5.45e+17,6,1,22,3,19
"1220",5.46e+17,7,3,20,5,17
"1221",5.47e+17,10,4,30,6,27
"1222",5.48e+17,25,6,155,10,124
"1223",5.49e+17,16,4,48,8,40
"1224",5.5e+17,13,1,28,5,27
"1225",5.51e+17,6,4,21,4,18
"1226",5.52e+17,3,2,2,1,2
"1227",5.53e+17,3,2,4,3,4
"1228",5.54e+17,186,6,20,3,15
"1229",5.55e+17,34,4,8,2,8
"1230",5.56e+17,4,0,24,4,24
"1231",5.57e+17,9,4,33,9,31
"1232",5.58e+17,13,7,36,11,34
"1233",5.59e+17,171,5,17,2,15
"1234",5.6e+17,12,6,104,10,78
"1235",5.61e+17,7,4,11,3,11
"1236",5.62e+17,12,3,25,6,23
"1237",5.63e+17,15,6,74,8,58
"1238",5.64e+17,12,3,7,2,7
"1239",5.65e+17,16,8,25,10,25
"1240",5.66e+17,7,4,16,5,15
"1241",5.67e+17,11,5,13,6,13
"1242",5.68e+17,15,3,31,6,24
"1243",5.69e+17,21,5,27,8,26
"1244",5.7e+17,15,8,34,11,33
"1245",5.71e+17,15,3,35,8,34
"1246",5.72e+17,20,8,96,11,76
"1247",5.73e+17,36,3,42,7,34
"1248",5.74e+17,23,3,61,4,44
"1249",5.75e+17,12,4,26,6,23
"1250",5.76e+17,16,6,42,11,37
"1251",5.77e+17,14,3,64,4,52
"1252",5.78e+17,7,2,34,5,29
"1253",5.79e+17,12,3,53,6,38
"1254",5.8e+17,28,10,27,9,26
"1255",5.81e+17,10,3,28,5,26
"1256",5.82e+17,12,7,70,12,53
"1257",5.83e+17,52,11,86,10,70
"1258",5.84e+17,130,3,70,4,50
"1259",5.85e+17,32,5,51,8,42
"1260",5.86e+17,23,5,65,6,56
"1261",5.87e+17,12,3,29,5,22
"1262",5.88e+17,3,2,6,3,4
"1263",5.89e+17,4,1,10,4,10
"1264",5.9e+17,19,6,66,7,51
"1265",5.91e+17,13,6,77,11,60
"1266",5.92e+17,8,1,35,6,26
"1267",5.93e+17,12,5,30,6,29
"1268",5.94e+17,6,1,72,6,51
"1269",5.95e+17,6,3,27,6,25
"1270",5.96e+17,21,8,44,10,37
"1271",5.97e+17,12,6,6,3,6
"1272",5.98e+17,23,5,38,6,30
"1273",5.99e+17,11,5,27,8,23
"1274",6e+17,67,5,20,5,16
"1275",6.01e+17,10,4,73,10,68
"1276",6.02e+17,8,4,32,8,29
"1277",6.03e+17,650,12,42,6,38
"1278",6.04e+17,145,8,74,8,71
"1279",6.05e+17,32,12,97,16,83
"1280",6.06e+17,31,7,39,8,32
"1281",6.07e+17,20,5,20,5,20
"1282",6.08e+17,9,2,24,4,20
"1283",6.09e+17,11,3,40,4,31
"1284",6.1e+17,8,3,42,8,39
"1285",6.11e+17,14,3,35,5,33
"1286",6.12e+17,10,3,29,10,25
"1287",6.13e+17,7,5,13,7,12
"1288",6.14e+17,8,6,8,6,8
"1289",6.15e+17,20,7,37,9,35
"1290",6.16e+17,31,5,38,9,34
"1291",6.17e+17,50,5,105,2,71
"1292",6.18e+17,10,6,41,8,37
"1293",6.19e+17,9,5,39,9,35
"1294",6.2e+17,8,2,24,8,20
"1295",6.21e+17,10,5,25,8,22
"1296",6.22e+17,9,3,22,3,19
"1297",6.23e+17,13,4,57,9,46
"1298",6.24e+17,24,2,39,8,37
"1299",6.25e+17,62,6,36,4,34
"1300",6.26e+17,16,3,21,5,20
"1301",6.27e+17,6,3,22,6,17
"1302",6.28e+17,14,6,46,6,31
"1303",6.29e+17,8,4,16,8,16
"1304",6.3e+17,9,3,106,4,70
"1305",6.31e+17,8,6,16,8,16
"1306",6.32e+17,9,4,156,9,102
"1307",6.33e+17,6,1,12,4,11
"1308",6.34e+17,9,6,18,9,15
"1309",6.35e+17,15,4,59,13,56
"1310",6.36e+17,30,7,17,5,14
"1311",6.37e+17,9,3,14,4,12
"1312",6.38e+17,52,7,111,9,99
"1313",6.39e+17,16,4,48,9,42
"1314",6.4e+17,34,7,15,8,15
"1315",6.41e+17,18,5,65,8,45
"1316",6.42e+17,9,3,19,5,19
"1317",6.43e+17,12,7,14,8,14
"1318",6.44e+17,13,7,68,11,57
"1319",6.45e+17,15,4,22,8,20
"1320",6.46e+17,17,6,41,13,39
"1321",6.47e+17,9,2,64,9,53
"1322",6.48e+17,18,5,22,5,22
"1323",6.49e+17,6,4,19,4,17
"1324",6.5e+17,5,3,14,5,12
"1325",6.51e+17,7,3,17,4,17
"1326",6.52e+17,4,4,4,4,4
"1327",6.53e+17,8,4,25,6,23
"1328",6.54e+17,9,3,37,7,35
"1329",6.55e+17,11,5,58,6,37
"1330",6.56e+17,23,2,24,3,20
"1331",6.57e+17,10,6,20,10,18
"1332",6.58e+17,9,6,27,9,24
"1333",6.59e+17,10,3,53,8,41
"1334",6.6e+17,8,4,26,8,20
"1335",6.61e+17,11,4,27,7,24
"1336",6.62e+17,13,4,26,9,25
"1337",6.63e+17,9,2,28,5,25
"1338",6.64e+17,11,7,45,11,36
"1339",6.65e+17,5,4,22,5,17
"1340",6.66e+17,7,4,13,7,12
"1341",6.67e+17,14,4,35,7,35
"1342",6.68e+17,64,11,58,10,49
"1343",6.69e+17,5,2,35,5,24
"1344",6.7e+17,9,3,21,5,16
"1345",6.71e+17,37,6,56,8,48
"1346",6.72e+17,6,1,49,6,30
"1347",6.73e+17,13,2,28,7,27
"1348",6.74e+17,30,9,81,8,58
"1349",6.75e+17,84,8,36,7,34
"1350",6.76e+17,8,6,11,8,11
"1351",6.77e+17,35,4,91,5,81
"1352",6.78e+17,140,7,30,5,25
"1353",6.79e+17,9,2,79,7,73
"1354",6.8e+17,74,9,25,8,24
"1355",6.81e+17,9,5,23,5,20
"1356",6.82e+17,4,2,13,4,11
"1357",6.83e+17,8,6,10,8,10
"1358",6.84e+17,12,6,21,7,18
"1359",6.85e+17,8,2,28,8,24
"1360",6.86e+17,9,7,12,7,10
"1361",6.87e+17,12,3,39,5,36
"1362",6.88e+17,8,4,9,3,8
"1363",6.89e+17,34,1,84,5,63
"1364",6.9e+17,9,4,21,5,20
"1365",6.91e+17,9,2,39,9,33
"1366",6.92e+17,14,3,26,7,22
"1367",6.93e+17,19,5,51,10,46
"1368",6.94e+17,13,4,32,4,29
"1369",6.95e+17,16,5,56,10,51
"1370",6.96e+17,12,6,49,10,42
"1371",6.97e+17,19,3,62,9,57
"1372",6.98e+17,7,2,45,7,41
"1373",6.99e+17,5,3,13,3,12
"1374",7e+17,11,4,26,6,23
"1375",7.01e+17,12,2,25,5,23
"1376",7.02e+17,12,4,45,10,41
"1377",7.03e+17,3,1,9,3,9
"1378",7.04e+17,41,4,43,5,33
"1379",7.05e+17,6,5,29,6,20
"1380",7.06e+17,443,6,130,5,108
"1381",7.07e+17,57,10,22,8,20
"1382",7.08e+17,23,5,43,6,40
"1383",7.09e+17,18,3,19,3,15
"1384",7.1e+17,15,6,41,5,38
"1385",7.11e+17,13,4,23,8,21
"1386",7.12e+17,15,6,36,6,31
"1387",7.13e+17,21,10,30,11,26
"1388",7.14e+17,11,7,16,7,15
"1389",7.15e+17,11,3,30,7,27
"1390",7.16e+17,11,4,19,7,19
"1391",7.17e+17,21,6,28,4,24
"1392",7.18e+17,2,1,3,2,3
"1393",7.19e+17,38,10,61,9,55
"1394",7.2e+17,12,5,41,8,32
"1395",7.21e+17,8,5,16,6,16
"1396",7.22e+17,11,8,19,9,18
"1397",7.23e+17,63,5,5,2,5
"1398",7.24e+17,26,7,27,6,23
"1399",7.25e+17,13,7,49,9,42
